DATABASE_ID,MOLECULAR_WEIGHT,DRUG_GROUPS,GENERIC_NAME,SMILES,drug,Property,Value,Probability
DB00988,153.1784,approved,Dopamine,NCCC1=CC(O)=C(O)C=C1,DB00988,Blood Brain Barrier,-,0.8414
DB00264,267.3639,approved,Metoprolol,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,DB00264,Blood Brain Barrier,-,0.8426
DB00270,371.3871,approved,Isradipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,DB00270,Blood Brain Barrier,-,0.8439
DB00140,376.3639,approved,Riboflavin,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1,DB00140,Blood Brain Barrier,-,0.8495
DB01141,1270.274,approved,Micafungin,CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O,DB01141,Blood Brain Barrier,-,0.8524
DB03614,1344.3823,approved,Methylcobalamin,C1(CC[C@@]2([C@@H](CC(N)=O)[C@@]3([C@@]4([N+]5=C([C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C(C)=C4[N+]6=C(C=C7[N+]8=C([C@H](C7(C)C)CCC(N)=O)C(C)=C2N3[Co-3]568([N+]2=CN([C@H]3O[C@@H]([C@@H](OP(O[C@@H](CN1)C)([O-])=O)[C@H]3O)CO)C1=CC(C)=C(C=C21)C)C)[C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C)[H])C)=O,DB03614,Blood Brain Barrier,-,0.8526
DB01698,610.5175,approved,Rutin,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,DB01698,Blood Brain Barrier,-,0.8542
DB08874,1058.039,approved,Fidaxomicin,CC[C@H]1\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(CC)C(Cl)=C(O)C(Cl)=C3O)[C@H](O)[C@@H]2OC)\C(=O)OC(C\C=C(/C)\C=C(C)\[C@@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O)[C@@H](C)O,DB08874,Blood Brain Barrier,-,0.8559
DB00211,254.2823,approved,Midodrine,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,DB00211,Blood Brain Barrier,-,0.856
DB00950,501.6564,approved,Fexofenadine,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,DB00950,Blood Brain Barrier,-,0.8574
DB00976,812.018,approved,Telithromycin,[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1,DB00976,Blood Brain Barrier,-,0.8608
DB01297,266.3361,approved,Practolol,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1,DB01297,Blood Brain Barrier,-,0.8609
DB00874,198.2158,approved,Guaifenesin,COC1=CC=CC=C1OCC(O)CO,DB00874,Blood Brain Barrier,-,0.8631
DB00765,195.2151,approved,Metyrosine,C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O,DB00765,Blood Brain Barrier,-,0.8678
DB06196,1304.522,approved,Icatibant,[H][C@]12CC(N(C(=O)C3CC4=CC=CC=C4CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)C3C[C@@H](O)CN3C(=O)C3CCCN3C(=O)C(CCCN=C(N)N)NC(=O)[C@H](N)CCCN=C(N)N)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O,DB06196,Blood Brain Barrier,-,0.8713
DB00275,446.5016,approved,Olmesartan,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,DB00275,Blood Brain Barrier,-,0.8719
DB00178,416.5106,approved,Ramipril,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,DB00178,Blood Brain Barrier,-,0.8726
DB00104,1019.25,approved,Octreotide,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O,DB00104,Blood Brain Barrier,-,0.8738
DB01210,291.3853,approved,Levobunolol,CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O,DB01210,Blood Brain Barrier,-,0.8738
DB01346,556.652,approved,Quinidine barbiturate,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,DB01346,Blood Brain Barrier,-,0.8743
DB00863,314.4,approved,Ranitidine,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,DB00863,Blood Brain Barrier,-,0.8783
DB08873,519.6767,approved,Boceprevir,[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,DB08873,Blood Brain Barrier,-,0.8805
DB00722,405.4879,approved,Lisinopril,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,DB00722,Blood Brain Barrier,-,0.8815
DB00361,778.947,approved,Vinorelbine,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,DB00361,Blood Brain Barrier,-,0.8815
DB00014,1269.4105,approved,Goserelin,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,DB00014,Blood Brain Barrier,-,0.8816
DB00695,330.744,approved,Furosemide,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O,DB00695,Blood Brain Barrier,-,0.8833
DB02638,1227.372,approved,Terlipressin,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,DB02638,Blood Brain Barrier,-,0.8855
DB00723,211.2576,approved,Methoxamine,COC1=CC(C(O)C(C)N)=C(OC)C=C1,DB00723,Blood Brain Barrier,-,0.8857
DB00938,415.5656,approved,Salmeterol,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,DB00938,Blood Brain Barrier,-,0.8862
DB00035,1069.22,approved,Desmopressin,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O,DB00035,Blood Brain Barrier,-,0.8866
DB00183,767.9,approved,Pentagastrin,CSCC[C@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,DB00183,Blood Brain Barrier,-,0.8889
DB00118,398.44,approved,Ademetionine,[H][C@](N)(CC[S+](C)C[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O)C([O-])=O,DB00118,Blood Brain Barrier,-,0.8894
DB00558,332.3098,approved,Zanamivir,[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,DB00558,Blood Brain Barrier,-,0.8899
DB00195,307.4278,approved,Betaxolol,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,DB00195,Blood Brain Barrier,-,0.8906
DB00385,723.651,approved,Valrubicin,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1,DB00385,Blood Brain Barrier,-,0.8907
DB00519,430.5372,approved,Trandolapril,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,DB00519,Blood Brain Barrier,-,0.8908
DB00610,167.205,approved,Metaraminol,C[C@H](N)[C@H](O)C1=CC(O)=CC=C1,DB00610,Blood Brain Barrier,-,0.8926
DB00278,508.64,approved,Argatroban,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,DB00278,Blood Brain Barrier,-,0.8933
DB08889,719.9099,approved,Carfilzomib,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,DB08889,Blood Brain Barrier,-,0.8941
DB00569,1508.263,approved,Fondaparinux,CO[C@H]1O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS(O)(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS(O)(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS(O)(=O)=O)[C@H]3NS(O)(=O)=O)[C@H](O)[C@H]2OS(O)(=O)=O)C(O)=O)[C@H](O)[C@H]1NS(O)(=O)=O,DB00569,Blood Brain Barrier,-,0.8953
DB01401,539.814,approved,Choline magnesium trisalicylate,[Mg++].C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,DB01401,Blood Brain Barrier,-,0.8993
DB00419,219.278,approved,Miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,DB00419,Blood Brain Barrier,-,0.9011
DB00774,331.292,approved,Hydroflumethiazide,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,DB00774,Blood Brain Barrier,-,0.902
DB00691,498.5681,approved,Moexipril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O,DB00691,Blood Brain Barrier,-,0.9022
DB01102,317.3795,approved,Arbutamine,O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1,DB01102,Blood Brain Barrier,-,0.9026
DB00571,259.3434,approved,Propranolol,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,DB00571,Blood Brain Barrier,-,0.9031
DB00293,458.488,approved,Raltitrexed,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,DB00293,Blood Brain Barrier,-,0.9044
DB00612,325.443,approved,Bisoprolol,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,DB00612,Blood Brain Barrier,-,0.9077
DB06771,393.84,approved,Besifloxacin,N[C@@H]1CCCCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1Cl)C(O)=O,DB06771,Blood Brain Barrier,-,0.9103
DB00494,305.286,approved,Entacapone,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N,DB00494,Blood Brain Barrier,-,0.9104
DB00388,167.205,approved,Phenylephrine,CNC[C@H](O)C1=CC(O)=CC=C1,DB00388,Blood Brain Barrier,-,0.9115
DB01296,179.1711,approved,Glucosamine,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,DB01296,Blood Brain Barrier,-,0.9143
DB00789,547.58,approved,Gadopentetic acid,[Gd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O,DB00789,Blood Brain Barrier,-,0.9154
DB00570,810.9741,approved,Vinblastine,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,DB00570,Blood Brain Barrier,-,0.9203
DB04918,534.57,approved,Ceftobiprole,[H][C@@]1(NC(=O)C(=N/O)\C2=NSC(N)=N2)C(=O)N2C(C(O)=O)=C(CS[C@]12[H])\C=C1/CCN(C1=O)[C@]1([H])CCNC1,DB04918,Blood Brain Barrier,-,0.9231
DB05109,761.837,approved,Trabectedin,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@H]2N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31,DB05109,Blood Brain Barrier,-,0.9238
DB01235,197.1879,approved,Levodopa,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,DB01235,Blood Brain Barrier,-,0.9264
DB00968,211.2145,approved,Methyldopa,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,DB00968,Blood Brain Barrier,-,0.9276
DB01764,690.85,approved,Dalfopristin,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@H](C(C)C)[C@H](C)\C=C\C(=O)NC\C=C\C(\C)=C\[C@@H](O)CC(=O)CC1=NC(=CO1)C2=O,DB01764,Blood Brain Barrier,-,0.9286
DB00314,1321.4123,approved,Capreomycin,[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O.[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O,DB00314,Blood Brain Barrier,-,0.9287
DB01288,303.3529,approved,Fenoterol,CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1,DB01288,Blood Brain Barrier,-,0.9294
DB06262,213.189,approved,Droxidopa,N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,DB06262,Blood Brain Barrier,-,0.9305
DB01413,480.561,approved,Cefepime,CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1,DB01413,Blood Brain Barrier,-,0.9332
DB00871,225.2842,approved,Terbutaline,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,DB00871,Blood Brain Barrier,-,0.9355
DB00393,418.4403,approved,Nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,DB00393,Blood Brain Barrier,-,0.9358
DB00743,667.73,approved,Gadobenic acid,[Gd+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)C(COCC1=CC=CC=C1)C(O)=O,DB00743,Blood Brain Barrier,-,0.9391
DB01152,1109.317,approved,Candicidin,CC(CC(C)C1OC(=O)CC(=O)CCCC(=O)CC(O)CC(O)CC(O)CC(=O)CC(O)C(C(O)CC(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C1C)C(O)=O)C(O)CC(=O)C1=CC=C(N)C=C1,DB01152,Blood Brain Barrier,-,0.9398
DB01340,417.4986,approved,Cilazapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O,DB01340,Blood Brain Barrier,-,0.9402
DB00881,438.5161,approved,Quinapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,DB00881,Blood Brain Barrier,-,0.9409
DB01072,704.8555,approved,Atazanavir,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,DB01072,Blood Brain Barrier,-,0.9409
DB00323,273.2408,approved,Tolcapone,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,DB00323,Blood Brain Barrier,-,0.9418
DB01021,380.656,approved,Trichlormethiazide,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl,DB01021,Blood Brain Barrier,-,0.9431
DB01291,240.2988,approved,Pirbuterol,CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1,DB01291,Blood Brain Barrier,-,0.9442
DB13179,813.9684,approved,Troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,DB13179,Blood Brain Barrier,-,0.945
DB00469,337.37,approved,Tenoxicam,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O,DB00469,Blood Brain Barrier,-,0.9455
DB00563,454.4393,approved,Methotrexate,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,DB00563,Blood Brain Barrier,-,0.9467
DB00401,388.4144,approved,Nisoldipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C,DB00401,Blood Brain Barrier,-,0.947
DB06707,183.2044,approved,Levonordefrin,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1,DB06707,Blood Brain Barrier,-,0.9476
DB00221,239.3107,approved,Isoetharine,CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1,DB00221,Blood Brain Barrier,-,0.9488
DB06287,1030.2871,approved,Temsirolimus,OCC(C)(CO)C(=O)O[C@@H]1CC[C@@H](C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@@H](OC)C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC,DB06287,Blood Brain Barrier,-,0.9494
DB00335,266.3361,approved,Atenolol,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,DB00335,Blood Brain Barrier,-,0.9505
DB00880,295.723,approved,Chlorothiazide,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1,DB00880,Blood Brain Barrier,-,0.9506
DB00816,211.2576,approved,Orciprenaline,CC(C)NCC(O)C1=CC(O)=CC(O)=C1,DB00816,Blood Brain Barrier,-,0.951
DB00541,824.972,approved,Vincristine,CC[C@]1(O)C[C@@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1,DB00541,Blood Brain Barrier,-,0.9514
DB06699,1632.29,approved,Degarelix,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,DB06699,Blood Brain Barrier,-,0.953
DB00198,312.4045,approved,Oseltamivir,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,DB00198,Blood Brain Barrier,-,0.9535
DB01115,346.3346,approved,Nifedipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,DB01115,Blood Brain Barrier,-,0.9536
DB01590,958.24,approved,Everolimus,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,DB01590,Blood Brain Barrier,-,0.9541
DB00622,479.525,approved,Nicardipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,DB00622,Blood Brain Barrier,-,0.9549
DB01054,360.3612,approved,Nitrendipine,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,DB01054,Blood Brain Barrier,-,0.9549
DB00337,810.46,approved,Pimecrolimus,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC,DB00337,Blood Brain Barrier,-,0.9554
DB01182,341.444,approved,Propafenone,CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1,DB01182,Blood Brain Barrier,-,0.958
DB00646,926.107,approved,Nystatin,C[C@H]1O[C@H](OC2CC3O[C@@](O)(CC(O)C3C(O)=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\CC\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,DB00646,Blood Brain Barrier,-,0.9581
DB00444,656.654,approved,Teniposide,[H][C@]12COC(=O)[C@]1([H])[C@]([H])(C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@]2([H])O[C@]1([H])O[C@]2([H])CO[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]1([H])O)C1=CC=CS1,DB00444,Blood Brain Barrier,-,0.9584
DB00218,401.4314,approved,Moxifloxacin,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,DB00218,Blood Brain Barrier,-,0.9597
DB00877,914.187,approved,Sirolimus,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC,DB00877,Blood Brain Barrier,-,0.9599
DB06274,424.5326,approved,Alvimopan,C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1,DB06274,Blood Brain Barrier,-,0.96
DB00520,1093.3131,approved,Caspofungin,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN,DB00520,Blood Brain Barrier,-,0.96
DB00773,588.5566,approved,Etoposide,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O,DB00773,Blood Brain Barrier,-,0.9609
DB00528,611.7272,approved,Lercanidipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1,DB00528,Blood Brain Barrier,-,0.9611
DB01348,466.614,approved,Spirapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(O)=O)SCCS2,DB01348,Blood Brain Barrier,-,0.9614
DB06211,420.504,approved,Doripenem,[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@H](CNS(N)(=O)=O)C3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,DB06211,Blood Brain Barrier,-,0.9633
DB06725,371.81,approved,Lornoxicam,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O,DB06725,Blood Brain Barrier,-,0.964
DB00696,581.6615,approved,Ergotamine,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,DB00696,Blood Brain Barrier,-,0.9644
